iter	Logloss
366	0.01346869435
367	0.0134532286
368	0.01343142307
369	0.01337154502
370	0.0133065619
371	0.01326080536
372	0.01318018051
373	0.01314650198
374	0.01309608445
375	0.01306382461
376	0.01302281792
377	0.01302061241
378	0.01298361435
379	0.01292391646
380	0.01285565858
381	0.01281299617
382	0.01273396665
383	0.0126548329
384	0.01261343963
385	0.01260526082
386	0.01258871259
387	0.0125821102
388	0.01255697556
389	0.01252575501
390	0.01244492944
391	0.01242492201
392	0.01240863342
393	0.01230688657
394	0.0122566212
395	0.01222171065
396	0.01218613398
397	0.01216342243
398	0.01212362327
399	0.01209418816
400	0.01204868502
401	0.01198095293
402	0.01195966071
403	0.01190988725
404	0.01184849996
405	0.01178049706
406	0.01173285801
407	0.0116637786
408	0.01164274231
409	0.01163090029
410	0.01160457002
411	0.01157030065
412	0.01153724851
413	0.01152938404
414	0.01148813056
415	0.01144170798
416	0.01138011298
417	0.01136568317
418	0.01135562808
419	0.01128358807
420	0.01127765516
421	0.0111999951
422	0.01114666602
423	0.01111199538
424	0.01107601725
425	0.01099416932
426	0.01095012275
427	0.01091021881
428	0.01089284664
429	0.01088501326
430	0.01082269146
431	0.01079841222
432	0.0107201536
433	0.01070837673
434	0.01066857423
435	0.0106505432
436	0.0106220478
437	0.01059439925
438	0.01053361163
439	0.01051122764
440	0.01048994046
441	0.0104657487
442	0.0104420267
443	0.01043285605
444	0.01040279242
445	0.01036652246
446	0.01033170757
447	0.01031767754
448	0.01031687481
449	0.01028809149
450	0.01027385747
451	0.01025660088
452	0.01024631687
453	0.01020375366
454	0.01019419589
455	0.01017040186
456	0.01012962521
457	0.01010915807
458	0.01010437797
459	0.01007881675
460	0.01004280102
461	0.009994383997
462	0.009955118449
463	0.009893828309
464	0.009876655658
465	0.009835751703
466	0.009787837385
467	0.009745660003
468	0.009708996958
469	0.0096722751
470	0.009655680161
471	0.00961238439
472	0.00958474291
473	0.009561679961
474	0.009520024084
475	0.009495422302
476	0.009484220165
477	0.009454714517
478	0.009399395078
479	0.009382772036
480	0.009355474319
481	0.009346803029
482	0.00931159283
483	0.009271796842
484	0.009248932296
485	0.009221996394
486	0.009183646365
487	0.009160672195
488	0.009131529664
489	0.009088459841
490	0.009032871089
491	0.008958537908
492	0.008914775536
493	0.008881144929
494	0.008836483602
495	0.008826874086
496	0.008801798631
497	0.008763542406
498	0.008721338967
499	0.008699274547
500	0.00867516263
501	0.008653397489
502	0.008627211461
503	0.008604952919
504	0.008573919791
505	0.0085406443
506	0.008516286333
507	0.008498782203
508	0.008467278194
509	0.008453537765
510	0.008407401629
511	0.008379609021
512	0.008365595555
513	0.008332804346
514	0.008309271632
515	0.008282584571
516	0.008260254186
517	0.008255595625
518	0.008250891092
519	0.008222222235
520	0.008206655233
521	0.008182325371
522	0.008162731681
523	0.008145443263
524	0.008116633328
525	0.008096079078
526	0.008069195103
527	0.008047625946
528	0.008016695556
529	0.007988636053
530	0.007985407817
531	0.007961143468
532	0.007957887873
533	0.007933705789
534	0.007918375344
535	0.007897417774
536	0.007887398238
537	0.007866044234
538	0.007836215297
539	0.007821163845
540	0.007792159787
541	0.00776265935
542	0.007752913595
543	0.00771830028
544	0.007712664221
545	0.007702945639
546	0.007698543364
547	0.00769034277
548	0.007637835777
549	0.007600469016
550	0.007567391183
551	0.007563815277
552	0.007523901848
553	0.007495978956
554	0.007487858579
555	0.007481707343
556	0.007466401466
557	0.007456617742
558	0.007446235274
559	0.007430526635
560	0.007394328888
561	0.007372075743
562	0.00736192369
563	0.007319407013
564	0.007307282097
565	0.007306388353
566	0.007303091067
567	0.007284150842
568	0.007258394005
569	0.007254554926
570	0.007224276325
571	0.007216890002
572	0.007183734743
573	0.007157397587
574	0.007154080944
575	0.007144030326
576	0.007134763269
577	0.007114667245
578	0.007072130653
579	0.007065034117
580	0.007054892487
581	0.00705097803
582	0.007031672081
583	0.00702354277
584	0.007013529935
585	0.006981307692
586	0.006966066956
587	0.006954256768
588	0.006941775062
589	0.006937097331
590	0.006937097331
591	0.006915313578
592	0.006886248287
593	0.006880988003
594	0.006837452323
595	0.006823498043
596	0.006796702661
597	0.006789474539
598	0.006743717529
599	0.006723927484
600	0.006711182233
601	0.006670396836
602	0.006646139933
603	0.006635661427
604	0.00661012756
605	0.006596355304
606	0.006596385083
607	0.006588899559
608	0.006575314911
609	0.006556669313
610	0.006537319067
611	0.00652158251
612	0.006482249028
613	0.006477773608
614	0.006477706419
615	0.00644570938
616	0.006445681276
617	0.006442963937
618	0.006430542348
619	0.006423510396
620	0.006418275051
621	0.006398016172
622	0.006362168701
623	0.006356624027
624	0.006348138857
625	0.006329604371
626	0.006317081906
627	0.006284016543
628	0.006280187328
629	0.006257217997
630	0.006243441274
631	0.006228714972
632	0.006223986244
633	0.006207433182
634	0.006207427227
635	0.00616531815
636	0.00616531815
637	0.006134075638
638	0.006115844713
639	0.006095926991
640	0.006095927549
641	0.006073738615
642	0.006063275929
643	0.006052044385
644	0.00604695775
645	0.006023508417
646	0.006022201117
647	0.005995683052
648	0.005958376779
649	0.005922941004
650	0.005918650586
651	0.005907042523
652	0.005889824272
653	0.005878279676
654	0.005841693685
655	0.005825028766
656	0.005808440714
657	0.005808428988
658	0.005770880575
659	0.005759092721
660	0.005742893286
661	0.005742881747
662	0.005739928967
663	0.005728300803
664	0.005691552702
665	0.005682655836
666	0.005645286841
667	0.005610712611
668	0.005569220706
669	0.005569207305
670	0.005557975203
671	0.005525431719
672	0.005490896573
673	0.005490263396
674	0.005490263396
675	0.005490259674
676	0.00548941339
677	0.005472804865
678	0.005456037767
679	0.005438744882
680	0.005438725712
681	0.005423991593
682	0.005409661724
683	0.005409657257
684	0.005387967495
685	0.005387910356
686	0.005372348379
687	0.005372348379
688	0.0053723186
689	0.005359040863
690	0.005327246694
691	0.005311867299
692	0.005272402417
693	0.005272396275
694	0.005260005768
695	0.005242254099
696	0.005242247213
697	0.005227816096
698	0.00519739865
699	0.005161117521
700	0.005147253322
701	0.005133212125
702	0.005100500947
703	0.005100462606
704	0.005091002916
705	0.005081737721
706	0.00507971684
707	0.005066109485
708	0.005033142952
709	0.005025848944
710	0.005025848944
711	0.005013091596
712	0.004985148976
713	0.004985116777
714	0.004981202878
715	0.004960977501
716	0.004939711531
717	0.00490721439
718	0.004873455362
719	0.004873464668
720	0.004861119015
721	0.004849725734
722	0.00483226832
723	0.004828831072
724	0.004817020884
725	0.004805250525
726	0.004794960744
727	0.00479494176
728	0.0047949667
729	0.004785195819
730	0.004755394055
731	0.004755396474
732	0.004755411364
733	0.004729047592
734	0.004729041822
735	0.00471846914
736	0.00471843415
737	0.004700278417
738	0.00470028642
739	0.004668750026
740	0.00464451099
741	0.004633622464
742	0.004623894018
743	0.004592965675
744	0.004592970142
745	0.004592964
746	0.004568148739
747	0.004543138425
748	0.004536554276
749	0.004526189116
750	0.0045139127
751	0.004504279547
752	0.004477584483
753	0.004467501666
754	0.004438546372
755	0.004427535007
756	0.004427543569
757	0.004417889757
758	0.004417887337
759	0.004406014613
760	0.004401672268
761	0.004397415538
762	0.004397400648
763	0.004384507433
764	0.004384511156
765	0.004375104323
766	0.004362628573
767	0.004353448807
768	0.004353454763
769	0.004344399323
770	0.004335496316
771	0.00430587974
772	0.004297208637
773	0.004297215151
774	0.004291733944
775	0.004283180095
776	0.00426193981
777	0.004257130493
778	0.004250984095
779	0.004245532666
780	0.004222386336
781	0.0042223895
782	0.004213959421
783	0.00420569871
784	0.004188793511
785	0.004188772852
786	0.004180702914
787	0.004165797937
788	0.004158644821
789	0.004151775351
790	0.004140096377
791	0.004121618844
792	0.004101738718
793	0.004101734437
794	0.004090372424
795	0.004090372424
796	0.004082521733
797	0.004076465231
798	0.004076446247
799	0.004068736077
800	0.004068707601
801	0.004061114872
802	0.00405150182
803	0.004039167334
804	0.004031717731
805	0.004031715683
806	0.004024398597
807	0.004006872505
808	0.004000687022
809	0.003996899498
810	0.003989582039
811	0.003989596929
812	0.003982530917
813	0.003975557034
814	0.003957943838
815	0.003957922993
816	0.003951078835
817	0.003944307635
818	0.003940111952
819	0.003928085308
820	0.00390531624
821	0.003905315496
822	0.003888536114
823	0.00387361327
824	0.003873618667
825	0.003867887874
826	0.00386788806
827	0.003861403856
828	0.00386141372
829	0.003861396039
830	0.003861391572
831	0.003861398273
832	0.003861401995
833	0.003861390083
834	0.00385117475
835	0.003851182567
836	0.003851154835
837	0.003851160605
838	0.003851149438
839	0.003851149438
840	0.00385115651
841	0.003844703388
842	0.003844704877
843	0.003838402698
844	0.003819250297
845	0.003813082124
846	0.003813082868
847	0.003808010937
848	0.003801891154
849	0.003801209772
850	0.003801132347
851	0.003792741167
852	0.003786682431
853	0.003768332018
854	0.003768337787
855	0.003764491636
856	0.003759578091
857	0.003755923643
858	0.003737527816
859	0.003719327787
860	0.003705818145
861	0.003705818145
862	0.003705755981
863	0.003699808359
864	0.003699803334
865	0.003693964777
866	0.003690308653
867	0.003682339964
868	0.003682332333
869	0.003682340336
870	0.003682339033
871	0.00368231856
872	0.00368231856
873	0.0036823301
874	0.003682348898
875	0.003682321166
876	0.003676569341
877	0.003658915757
878	0.003641151619
879	0.003641146966
880	0.003635545153
881	0.003612679862
882	0.00361267949
883	0.003607180414
884	0.003607180787
885	0.003597616498
886	0.003575306773
887	0.003553614963
888	0.003540529672
889	0.003540552937
890	0.003535456438
891	0.003530080201
892	0.003524754403
893	0.003519578058
894	0.003505143963
895	0.003505143032
896	0.00350515178
897	0.003505140054
898	0.003505133912
899	0.003500629086
900	0.003495469119
901	0.003495470981
902	0.003495463722
903	0.003491740781
904	0.003491716214
905	0.003491718075
906	0.003491718075
907	0.003491713236
908	0.003491724775
909	0.003491727381
910	0.003491713422
911	0.003491729614
912	0.003491708397
913	0.003491710258
914	0.003491721239
915	0.00349169723
916	0.003491699091
917	0.003491702441
918	0.003491688296
919	0.003491702813
920	0.003491689785
921	0.00349171063
922	0.003491674895
923	0.003491683084
924	0.00349169239
925	0.003491688668
926	0.003491684573
927	0.003491696113
928	0.00349167899
929	0.003491682526
930	0.003491680851
931	0.003488414647
932	0.003484305137
933	0.003484305137
934	0.003484290247
935	0.003484301787
936	0.003484301787
937	0.003484296948
938	0.003484307743
939	0.003484290992
940	0.003484286897
941	0.003484289875
942	0.003484285036
943	0.003484287269
944	0.003484264749
945	0.003484267727
946	0.003484295459
947	0.003484277777
948	0.003484269216
949	0.003484275172
950	0.003484280941
951	0.003484280941
952	0.003484281314
953	0.003484268285
954	0.003484268285
955	0.003484261213
956	0.003484265307
957	0.003484265307
958	0.003484265307
959	0.003484265307
960	0.003484287269
961	0.003484287269
962	0.003484287269
963	0.003484287269
964	0.003484261585
965	0.003484261585
966	0.003484261585
967	0.00348427238
968	0.003484283547
969	0.003484261213
970	0.003484255257
971	0.003484255257
972	0.003484257863
973	0.003484257863
974	0.003484257863
975	0.003484257863
976	0.003484257863
977	0.003484257863
978	0.003484253768
979	0.003484253768
980	0.003484253768
981	0.003484253768
982	0.003484253768
983	0.003484253768
984	0.003484253768
985	0.003484251907
986	0.003484251907
987	0.003484253023
988	0.003484253023
989	0.003484251535
990	0.003484251535
991	0.00348424409
992	0.00348424409
993	0.00348424409
994	0.003484258979
995	0.003484265307
996	0.003484258235
997	0.003484251535
998	0.003484254699
999	0.00348425991
