iter	Logloss
0	0.6659672744
1	0.6389179755
2	0.6126153378
3	0.5908731519
4	0.5705687502
5	0.5460543822
6	0.5203919644
7	0.5004282415
8	0.4781443284
9	0.4561083132
10	0.4363217247
11	0.4234623834
12	0.4082310136
13	0.395821452
14	0.3799763183
15	0.3657487067
16	0.3519167727
17	0.3395428621
18	0.3288492711
19	0.3182491793
20	0.3085466624
21	0.2988981118
22	0.288388148
23	0.2791386776
24	0.2698264588
25	0.2602546071
26	0.2524452119
27	0.245296074
28	0.2383795979
29	0.230983275
30	0.2235086
31	0.2173406615
32	0.2110913794
33	0.2049279514
34	0.1999046845
35	0.1943126752
36	0.1886527845
37	0.1823093055
38	0.177402014
39	0.1729565629
40	0.1691931426
41	0.1651970831
42	0.1615444888
43	0.1571594688
44	0.1535745992
45	0.1494957051
46	0.1463942331
47	0.1432251415
48	0.1396471366
49	0.136650291
50	0.1337234645
51	0.1314683117
52	0.1286369756
53	0.1271197252
54	0.1247034924
55	0.1213806768
56	0.1188455168
57	0.1169736062
58	0.1151086599
59	0.1124786002
60	0.109720983
61	0.1075066186
62	0.1053546735
63	0.103166348
64	0.1015205402
65	0.09981444266
66	0.09816881551
67	0.0965421419
68	0.09485542746
69	0.09359550946
70	0.09179979367
71	0.0901175723
72	0.08833732059
73	0.08699264878
74	0.08512066297
75	0.08338896792
76	0.08227104977
77	0.08152769861
78	0.08002998748
79	0.07860800282
80	0.07738313063
81	0.07606261489
82	0.07485738599
83	0.07365254459
84	0.0726153885
85	0.07151522514
86	0.07106727934
87	0.06979596429
88	0.06875495246
89	0.06726461402
90	0.06606002062
91	0.06518603544
92	0.06405621893
93	0.06344614245
94	0.06277182045
95	0.0620617082
96	0.0616583558
97	0.06070556239
98	0.05994672937
99	0.05925190402
100	0.05874416877
101	0.05827332306
102	0.05774530184
103	0.05720791558
104	0.05667650728
105	0.05616508751
106	0.05529366509
107	0.05477845911
108	0.05379337179
109	0.05329211497
110	0.05251642487
111	0.05194770787
112	0.05149774622
113	0.05097566295
114	0.05063013785
115	0.05007381201
116	0.04971139818
117	0.04928542375
118	0.04859868546
119	0.04816052534
120	0.04780631043
121	0.04713534453
122	0.04647122353
123	0.04606716117
124	0.04566223858
125	0.0451771904
126	0.04473605014
127	0.04430310899
128	0.04387810005
129	0.04356848468
130	0.04302219392
131	0.04284511722
132	0.04257248204
133	0.04214004154
134	0.04146943262
135	0.04127082948
136	0.04094116684
137	0.04072198767
138	0.04049333672
139	0.04021226103
140	0.04010121521
141	0.03979039816
142	0.03937350736
143	0.03901933302
144	0.03866857965
145	0.03842678757
146	0.03817770902
147	0.03804502033
148	0.03774722389
149	0.03754457862
150	0.03741877131
151	0.03713905579
152	0.03674175616
153	0.03629441125
154	0.03612162823
155	0.03588191436
156	0.03563560312
157	0.03541534995
158	0.03523358268
159	0.03499244238
160	0.03484586586
161	0.03452607768
162	0.0343519412
163	0.03415161274
164	0.03401941159
165	0.03387785209
166	0.03361407329
167	0.03330586228
168	0.03303274784
169	0.03284719919
170	0.03272442414
171	0.03247423101
172	0.03225568791
173	0.03200161448
174	0.0318972131
175	0.03159875008
176	0.03139427646
177	0.03132995826
178	0.03106861948
179	0.03100157575
180	0.0307896998
181	0.03049232427
182	0.03044384434
183	0.03024413137
184	0.03008799307
185	0.02993309414
186	0.02974498467
187	0.02958444503
188	0.02944268173
189	0.02918749792
190	0.02909506
191	0.02892587875
192	0.02867806702
193	0.0283536603
194	0.02819909843
195	0.02802315408
196	0.02782871656
197	0.02766972766
198	0.02741852577
199	0.027379829
200	0.02728035783
201	0.02723345237
202	0.02697478264
203	0.0267395923
204	0.02666227758
205	0.02648814761
206	0.02637603132
207	0.02632777817
208	0.02618215207
209	0.02601789525
210	0.02587753558
211	0.02567153262
212	0.02551585952
213	0.02540016937
214	0.02518134942
215	0.02507676816
216	0.02497891138
217	0.02496178601
218	0.02493984833
219	0.0248738438
220	0.02475496357
221	0.02462413923
222	0.02451342163
223	0.02449587395
224	0.02440925253
225	0.0242745425
226	0.02424670113
227	0.0241126708
228	0.02396289266
229	0.0238980254
230	0.0238506847
231	0.02364721157
232	0.02349410506
233	0.02341262741
234	0.02331380254
235	0.02310280899
236	0.0230789527
237	0.02297223182
238	0.02280968097
239	0.02268608504
240	0.02258153831
241	0.02245788142
242	0.0223588534
243	0.02227560837
244	0.0221606895
245	0.02203956095
246	0.0219654566
247	0.02178450351
248	0.0217100367
249	0.02160066436
250	0.02156719707
251	0.02141577513
252	0.02132702572
253	0.02118324452
254	0.02114915224
255	0.02105066871
256	0.02090443772
257	0.02082126155
258	0.02077130337
259	0.02074497478
260	0.02072598607
261	0.02064891973
262	0.02048894198
263	0.02038398587
264	0.02030835079
265	0.02018451747
266	0.02004357979
267	0.01987457182
268	0.01980574516
269	0.01976140359
270	0.01969086854
271	0.01954471358
272	0.01943313443
273	0.01928432326
274	0.01921967507
275	0.01912659355
276	0.01899841491
277	0.01897528011
278	0.01891433941
279	0.01889464531
280	0.01881344006
281	0.01873674661
282	0.01863346679
283	0.01854992248
284	0.01845523838
285	0.01842724672
286	0.01830084021
287	0.01829110041
288	0.01819958229
289	0.01809847671
290	0.01802361896
291	0.01790946736
292	0.01779385622
293	0.01771116815
294	0.01766937641
295	0.01760558036
296	0.01756211624
297	0.01749471367
298	0.01742614497
299	0.01731455484
300	0.01719237733
301	0.01705967133
302	0.01701238721
303	0.01698038236
304	0.01692377618
305	0.01686925659
306	0.01682048594
307	0.01678325439
308	0.01666589904
309	0.01661622608
310	0.0165345733
311	0.01642154875
312	0.01640316269
313	0.01635573005
314	0.01628119316
315	0.01619598923
316	0.01608471792
317	0.0160336407
318	0.01592159113
319	0.01591221882
320	0.01587400289
321	0.01582047225
322	0.01576968183
323	0.01567368345
324	0.01563458625
325	0.01552633835
326	0.01548785879
327	0.01542272156
328	0.01534237441
329	0.01526121298
330	0.01521668241
331	0.01517716923
332	0.01512078091
333	0.01509793609
334	0.01506729865
335	0.01496805808
336	0.01489075183
337	0.0148331944
338	0.01474980932
339	0.01474664762
340	0.01473775988
341	0.01469375183
342	0.0146415001
343	0.01462253326
344	0.01459760567
345	0.0145637855
346	0.01452647644
347	0.01452186431
348	0.01440238729
349	0.01431806305
350	0.01425603942
351	0.01422864873
352	0.01419033202
353	0.01408919471
354	0.01402150654
355	0.01395425752
356	0.01394442308
357	0.01386717657
358	0.01378726373
359	0.0137179365
360	0.01368429073
361	0.01367835204
362	0.01364558568
363	0.01361201044
364	0.01357957518
365	0.01352448281
